Sample name,Sex,Biosample ID,Population code,Population name,Superpopulation code,Superpopulation name,Population elastic ID,Data collections,PC1,PC2,PC3,PC4,PC5
HG00235,female,SAME124122,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121782,0.0254183,0.00714709,-0.020748,-0.00049449
HG00236,female,SAME123273,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119644,0.0253916,0.0081287,-0.0227687,-0.0013941
HG00237,female,SAME124124,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122425,0.0255488,0.00777637,-0.0222466,-0.00224722
HG00238,female,SAME124131,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119413,0.0252254,0.00791146,-0.0210048,-0.00282462
HG00239,female,SAME124130,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012048,0.026238,0.00810848,-0.0220464,-0.00270197
HG00240,female,SAME123221,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122447,0.0257956,0.00778973,-0.0214805,-0.0033781
HG00242,male,SAME123223,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119531,0.0253179,0.00799333,-0.0213068,-0.00168779
HG00243,male,SAME123224,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122574,0.0258415,0.00780723,-0.0215862,-0.00135211
HG00244,male,SAME123217,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119513,0.025483,0.00763495,-0.0214749,-0.00241722
HG00245,female,SAME123218,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119119,0.0248121,0.00756112,-0.0212075,0.000304402
HG00246,male,SAME123219,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119206,0.0243714,0.00702657,-0.0210173,-0.000122198
HG00247,female,SAME123220,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",,,,,
HG00248,female,SAME123226,GBR,British,EUR,European Ancestry,GBR,1000 Genomes phase 3 release,,,,,
HG00249,female,SAME123227,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0104514,0.0173839,0.00422711,-0.0154227,0.00619124
HG00250,female,SAME123054,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0124952,0.0256277,0.00832512,-0.0225472,-0.0019824
HG00251,male,SAME123053,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121925,0.0253414,0.00777403,-0.0214117,-0.00249221
HG00252,male,SAME123052,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0124532,0.0254646,0.00811046,-0.0221326,-0.00273524
HG00253,female,SAME123051,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123877,0.0255608,0.00821495,-0.0222469,-0.00174216
HG00254,female,SAME123050,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0121264,0.0253268,0.00820478,-0.0217183,-0.00134904
HG00255,female,SAME123049,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0119453,0.0254455,0.00794713,-0.0212615,-0.00256227
HG00256,male,SAME123048,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012361,0.0257778,0.00825586,-0.0226883,-0.00274904
HG00257,female,SAME123047,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122115,0.0251873,0.0076762,-0.0212376,-0.00169217
HG00258,female,SAME123057,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122185,0.0256386,0.00886458,-0.0228051,-0.00227539
HG00259,female,SAME123056,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121918,0.025655,0.00809577,-0.0229907,-0.00256963
HG00260,male,SAME123582,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123977,0.0254468,0.00814964,-0.022219,-0.00199483
HG00261,female,SAME123583,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122896,0.025112,0.00761535,-0.0219846,-0.0034686
HG00262,female,SAME123580,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122351,0.0255462,0.0082523,-0.0215013,-0.000400508
HG00263,female,SAME123581,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122421,0.0251268,0.00799493,-0.021336,-0.000974167
HG00264,male,SAME123578,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0120677,0.0253453,0.00791943,-0.0218951,-0.00153012
HG00265,male,SAME123579,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0122381,0.0259836,0.00808477,-0.0219178,-0.00146882
HG00266,female,SAME123576,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0124539,0.0213165,0.00857585,-0.0205285,-0.000104446
HG00267,male,SAME123577,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0127634,0.0209243,0.00889969,-0.0206114,-0.000545819
HG00268,female,SAME123574,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0127654,0.0228542,0.00890657,-0.021657,-0.00233802
HG00269,female,SAME123575,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0126901,0.0213834,0.00913327,-0.0204312,3.97322e-05
HG00270,female,SAME123418,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0128074,0.022885,0.00845693,-0.021648,-0.00330673
HG00271,male,SAME123417,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0129299,0.0205022,0.00933899,-0.0204788,-0.00126272
HG00272,female,SAME123420,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0125864,0.0196083,0.00859762,-0.0200937,0.000125041
HG00273,male,SAME123419,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0129464,0.0222588,0.0092768,-0.0218118,-0.00185373
HG00274,female,SAME123422,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0126825,0.0221079,0.0093569,-0.0211062,-0.000262405
HG00275,female,SAME123421,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0126714,0.0219683,0.00894908,-0.0216959,-0.00164908
HG00276,female,SAME123424,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012667,0.0213876,0.00928536,-0.020631,-0.000378885
HG00277,male,SAME123423,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0127684,0.0222888,0.00887108,-0.0208331,0.000402419
HG00278,male,SAME123425,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0127559,0.0211587,0.00834147,-0.0203411,0.00172711
HG00280,male,SAME122831,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0127158,0.0213129,0.00893067,-0.0218864,0.000492244
HG00281,female,SAME122832,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0127831,0.0211643,0.00932493,-0.0200401,0.000150894
HG00282,female,SAME122833,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0127825,0.0211541,0.00882612,-0.0217149,0.000101355
HG00284,male,SAME122835,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0129935,0.0215699,0.00904542,-0.0211367,0.00098393
HG00285,female,SAME122836,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012933,0.0204596,0.00916143,-0.0210248,-0.000389648
HG00288,female,SAME1839246,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0119787,0.0230039,0.00132337,-0.012601,-0.0425564
HG00290,male,SAME1839057,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0119475,0.0220314,0.00226581,-0.0124074,-0.0441546
HG00302,female,SAME1840121,FIN,Finnish,EUR,European Ancestry,FIN,1000 Genomes on GRCh38,-0.0119856,0.0226879,0.00185249,-0.0119118,-0.0396929
HG00303,male,SAME1840115,FIN,Finnish,EUR,European Ancestry,FIN,1000 Genomes on GRCh38,-0.0115727,0.0210773,0.0014228,-0.0115662,-0.0374556
HG00304,female,SAME1840118,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.011631,0.0218812,0.00174404,-0.0118361,-0.0380836
HG00306,female,SAME124159,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012505,0.0222711,0.008253,-0.020319,0.000765357
HG00308,male,SAME124161,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Geuvadis",-0.0125767,0.0206324,0.00880741,-0.0200598,0.000239247
HG00309,female,SAME124160,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0127486,0.0219559,0.00957831,-0.0209436,-0.0022199
HG00310,male,SAME124338,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0126108,0.02229,0.00895762,-0.0211185,-4.75266e-05
HG00311,male,SAME124339,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0125229,0.0223898,0.00872607,-0.0203283,-0.000416661
HG00312,male,SAME124336,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0124022,0.0215154,0.00806051,-0.0195779,2.20877e-05
HG00313,female,SAME124337,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0128071,0.0206284,0.0091884,-0.0207922,-9.6886e-05
HG00315,female,SAME124335,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0128149,0.0209128,0.00923522,-0.0202868,0.000440813
HG00318,female,SAME124333,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release",-0.0126961,0.0217566,0.00833131,-0.0210306,0.000354247
HG00319,female,SAME124334,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0125886,0.0211806,0.00907084,-0.0209856,0.000860588
HG00320,female,SAME123797,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0126777,0.021311,0.00901009,-0.0204701,0.000687797
HG00321,male,SAME123796,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012895,0.02083,0.00938293,-0.0212461,-0.00118241
HG00323,female,SAME123795,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012856,0.02074,0.00904958,-0.0211229,-0.000112177
HG00324,female,SAME123794,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012792,0.021204,0.00965781,-0.0211855,-0.000496529
HG00325,male,SAME123793,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0131717,0.0207176,0.009809,-0.0213014,-0.000478087
HG00326,female,SAME123792,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0128482,0.0212762,0.00928515,-0.0215387,0.000360702
HG00327,female,SAME123791,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0125154,0.0206519,0.00863091,-0.0200276,0.000731182
HG00328,female,SAME123799,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0129386,0.0217176,0.00976974,-0.0203204,-0.000826003
HG00329,male,SAME123798,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012717,0.0226726,0.00907843,-0.0216591,-0.000563906
HG00330,female,SAME123985,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0126899,0.0215775,0.00941413,-0.021101,-0.000588176
HG00331,female,SAME123986,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0128696,0.021557,0.00911145,-0.0209254,-0.00124324
HG00332,female,SAME123987,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0127637,0.0216547,0.00879438,-0.0200109,-0.000388705
HG00334,female,SAME123981,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0126158,0.022766,0.00933869,-0.0222072,-0.000601081
HG00335,male,SAME123982,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0129497,0.0224753,0.00964489,-0.0215269,-0.00277729
HG00336,male,SAME123983,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0129358,0.0211342,0.00896316,-0.0209506,0.000720653
HG00337,female,SAME123984,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.01296,0.0227106,0.00931069,-0.0214675,-0.00205284
HG00338,male,SAME123990,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012514,0.0210836,0.0083682,-0.0206575,0.00112285
HG00339,female,SAME123991,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0125561,0.0209266,0.00834791,-0.0203167,0.000662829
HG00341,male,SAME124922,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0121345,0.0216771,0.00749056,-0.0197858,0.000271626
HG00342,male,SAME124924,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0129458,0.0213494,0.00952393,-0.0213859,-0.0010312
HG00343,female,SAME124923,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.012629,0.0213207,0.00887792,-0.0208776,0.000312668
HG00344,female,SAME125255,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0125041,0.0227928,0.00815253,-0.0208123,0.00146043
HG00345,male,SAME124919,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0130353,0.0222447,0.00907524,-0.0210726,-0.00246293
HG00346,female,SAME125264,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0128801,0.0225656,0.00928006,-0.0219091,-0.00298603
HG00349,female,SAME124925,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0128141,0.0211149,0.0091767,-0.0196634,0.000375703
HG00350,female,SAME125121,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis",-0.0123689,0.0230891,0.00773708,-0.0196842,0.000263588
